-8,1
-7,3
-6,7
-5,29
-4,93
-3,225
-2,486
-1,1132
0,2373
1,2902
2,3334
3,3499
4,3502
5,3631
6,3322
7,3019
8,2681
9,1876
10,1539
11,1052
12,723
13,440
14,294
15,165
16,106
17,37
18,19
19,11
20,4
21,3
,0
