-23,9
-22,18
-21,34
-20,40
-19,41
-18,52
-17,45
-16,54
-15,81
-14,99
-13,114
-12,143
-11,175
-10,218
-9,277
-8,385
-7,551
-6,763
-5,1114
-4,1731
-3,2902
-2,7950
-1,41831
0,75463
1,21063
2,8169
3,2941
4,1635
5,1024
6,747
7,490
8,394
9,304
10,198
11,167
12,139
13,105
14,87
15,76
16,49
17,52
18,45
19,37
20,44
21,24
22,23
23,15
24,4
