-11,2
-10,9
-9,31
-8,55
-7,167
-6,423
-5,890
-4,1631
-3,2963
-2,4628
-1,6153
0,7330
1,5338
2,3507
3,1967
4,968
5,446
6,170
7,59
8,16
9,11
10,1
11,1
