-29,1
-28,2
-27,2
-26,3
-25,3
-24,5
-23,6
-22,2
-21,11
-20,22
-19,21
-18,30
-17,35
-16,39
-15,52
-14,76
-13,88
-12,96
-11,121
-10,127
-9,140
-8,181
-7,185
-6,210
-5,229
-4,275
-3,262
-2,271
-1,280
0,285
1,237
2,197
3,170
4,121
5,127
6,90
7,61
8,50
9,41
10,32
11,33
12,17
13,19
14,8
15,8
16,4
17,1
18,2
27,1
